"Survey Date","Question Group","Question Text",Respondents,"Average Rating Out of 7","Response 1 Text","Response 1 Percent","Response 2 Text","Response 2 Percent","Response 3 Text","Response 3 Percent","Response 4 Text","Response 4 Percent","Response 5 Text","Response 5 Percent","Response 6 Text","Response 6 Percent","Response 7 Text","Response 7 Percent"
01-AUG-2015,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",498,4.84,"Strongly Disagree",.0388502077,Disagree,.1060288517,"Slightly Disagree",.0538923875,"Neither Agree nor Disagree",.1935095088,"Slightly Agree",.1666379182,Agree,.2651854736,"Strongly Agree",.1758956526
01-AUG-2015,Perceptions,"The mbta is easy to use.",496,5.16,"Strongly Disagree",.0359944878,Disagree,.0320412394,"Slightly Disagree",.0989609643,"Neither Agree nor Disagree",.0777724568,"Slightly Agree",.1987424565,Agree,.4322332619,"Strongly Agree",.1242551333
01-AUG-2015,Perceptions,"The mbta is a good value for the money.",497,4.72,"Strongly Disagree",.0581613478,Disagree,.0700734853,"Slightly Disagree",.1183584071,"Neither Agree nor Disagree",.1316409666,"Slightly Agree",.2179935717,Agree,.2795854488,"Strongly Agree",.1241867727
01-AUG-2015,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",498,3.69,"Strongly Disagree",.1517143738,Disagree,.1564294289,"Slightly Disagree",.1843026112,"Neither Agree nor Disagree",.0970941927,"Slightly Agree",.2107850228,Agree,.1646337837,"Strongly Agree",.0350405869
01-AUG-2015,Conditions,"Wait time at stop",505,5.00,Unacceptable,.0522045181,"Very Poor",.0370395011,Poor,.0769811732,Fair,.1721063157,Good,.2269675041,"Very Good",.2229458929,Excellent,.2117550949
01-AUG-2015,Conditions,"Stop condition &amp; cleanliness",500,4.92,Unacceptable,.0091084444,"Very Poor",.0140609517,Poor,.0656278011,Fair,.2745966795,Good,.3249655209,"Very Good",.2145573418,Excellent,.0970832605
01-AUG-2015,Conditions,"Seat availability / crowdedness",506,4.84,Unacceptable,.0412717811,"Very Poor",.0899501478,Poor,.0644589918,Fair,.1783798089,Good,.2538332610,"Very Good",.1652322593,Excellent,.2068737501
01-AUG-2015,Conditions,"Vehicle cleanliness",504,5.01,Unacceptable,.0059333468,"Very Poor",.0168189625,Poor,.0632227307,Fair,.2472571420,Good,.3377546321,"Very Good",.2027633701,Excellent,.1262498158
01-AUG-2015,Conditions,"Speed/travel time",504,4.95,Unacceptable,.0290803085,"Very Poor",.0421434940,Poor,.0855619797,Fair,.1899152388,Good,.2628121547,"Very Good",.2268844084,Excellent,.1636024160
01-AUG-2015,Conditions,"Parking availability",186,5.01,Unacceptable,.0673394224,"Very Poor",.0526042520,Poor,.0807314144,Fair,.0953478726,Good,.2071123937,"Very Good",.3035139926,Excellent,.1933506524
01-SEP-2015,"Top Line","How would you rate the mbta overall?",717,4.43,"Extremely Dissatisfied",.0236542757,"Very Dissatisfied",.0852467667,"Somewhat Dissatisfied",.1781780333,Neutral,.1036417535,"Somewhat Satisfied",.3895239406,"Very Satisfied",.2029148268,"Extremely Satisfied",.0168404034
01-SEP-2015,"Top Line","How would you rate this trip overall?",578,4.66,"Extremely Dissatisfied",.0317040155,"Very Dissatisfied",.0504851914,"Somewhat Dissatisfied",.1510336391,Neutral,.1497436854,"Somewhat Satisfied",.2646395740,"Very Satisfied",.3117035274,"Extremely Satisfied",.0406903672
01-SEP-2015,"Top Line","How likely are you to continue using the mbta in the future?",571,6.24,"Extremely Unlikely",.0117891917,"Very Unlikely",.0020723983,Unlikely,.0105836790,"Neither Likely nor Unlikely",.0234012847,Likely,.1561142878,"Very Likely",.2521164903,"Extremely Likely",.5439226682
01-SEP-2015,Perceptions,"The mbta provides reliable public transportation services.",568,3.91,"Strongly Disagree",.1158881208,Disagree,.1540908107,"Slightly Disagree",.1688170612,"Neither Agree nor Disagree",.0911196704,"Slightly Agree",.2323958156,Agree,.2085677049,"Strongly Agree",.0291208163
01-SEP-2015,Perceptions,"The mbta is a cost-conscious organization.",569,3.33,"Strongly Disagree",.2101651380,Disagree,.1756149697,"Slightly Disagree",.1314803992,"Neither Agree nor Disagree",.2221254033,"Slightly Agree",.1074826327,Agree,.1236871418,"Strongly Agree",.0294443153
01-SEP-2015,Communication,"Real-time mobile apps (e.g. nextbus)",365,5.21,"Extremely Dissatisfied",.0282907918,"Very Dissatisfied",.0440943637,"Somewhat Dissatisfied",.0651434843,Neutral,.1645235818,"Somewhat Satisfied",.1664729954,"Very Satisfied",.3164975856,"Extremely Satisfied",.2149771973
01-SEP-2015,Communication,"Scheduled service interruptions",501,4.51,"Extremely Dissatisfied",.0573578059,"Very Dissatisfied",.0632134044,"Somewhat Dissatisfied",.1061966774,Neutral,.3031595037,"Somewhat Satisfied",.1348702890,"Very Satisfied",.2281211367,"Extremely Satisfied",.1070811829
01-SEP-2015,Conditions,"Parking availability",198,4.90,Unacceptable,.1150929530,"Very Poor",.0591651052,Poor,.0511388010,Fair,.0795433840,Good,.2253298111,"Very Good",.2194323571,Excellent,.2502975886
01-SEP-2015,Communication,"Mbta website",540,5.10,"Extremely Dissatisfied",.0067373142,"Very Dissatisfied",.0259637587,"Somewhat Dissatisfied",.0720950805,Neutral,.2401583454,"Somewhat Satisfied",.1933464300,"Very Satisfied",.3347433301,"Extremely Satisfied",.1269557411
01-SEP-2015,Communication,"Real time arrival signage (""countdown timers"")",550,5.28,"Extremely Dissatisfied",.0267481794,"Very Dissatisfied",.0572814188,"Somewhat Dissatisfied",.0751122216,Neutral,.0949745613,"Somewhat Satisfied",.1935477204,"Very Satisfied",.3000700166,"Extremely Satisfied",.2522658820
01-SEP-2015,Communication,"In-station delay announcements",537,4.51,"Extremely Dissatisfied",.0421951950,"Very Dissatisfied",.1027743476,"Somewhat Dissatisfied",.1377114938,Neutral,.1759994710,"Somewhat Satisfied",.2018048251,"Very Satisfied",.2398328449,"Extremely Satisfied",.0996818227
01-SEP-2015,Communication,"On-vehicle delay announcements",540,4.02,"Extremely Dissatisfied",.0864674592,"Very Dissatisfied",.1378214835,"Somewhat Dissatisfied",.1837160821,Neutral,.1825406324,"Somewhat Satisfied",.1494168426,"Very Satisfied",.1938410183,"Extremely Satisfied",.0661964819
01-SEP-2015,Communication,T-alerts,524,4.65,"Extremely Dissatisfied",.0354133416,"Very Dissatisfied",.0969623460,"Somewhat Dissatisfied",.0990768152,Neutral,.2127811415,"Somewhat Satisfied",.1778838094,"Very Satisfied",.2668037162,"Extremely Satisfied",.1110788301
01-SEP-2015,Perceptions,"The positives of the mbta outweigh the negatives.",569,4.70,"Strongly Disagree",.0543681111,Disagree,.0771070312,"Slightly Disagree",.0962053374,"Neither Agree nor Disagree",.1419663164,"Slightly Agree",.2519431506,Agree,.2706293977,"Strongly Agree",.1077806557
01-SEP-2015,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",570,4.22,"Strongly Disagree",.0869966368,Disagree,.1106679390,"Slightly Disagree",.1187039152,"Neither Agree nor Disagree",.1590645445,"Slightly Agree",.2639482656,Agree,.2235448394,"Strongly Agree",.0370738595
01-SEP-2015,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",570,4.63,"Strongly Disagree",.0705939838,Disagree,.0751065113,"Slightly Disagree",.0782016263,"Neither Agree nor Disagree",.2134466399,"Slightly Agree",.1936651325,Agree,.2295818546,"Strongly Agree",.1394042515
01-SEP-2015,Perceptions,"The mbta is easy to use.",569,5.19,"Strongly Disagree",.0178054721,Disagree,.0409335460,"Slightly Disagree",.0812174525,"Neither Agree nor Disagree",.1268765751,"Slightly Agree",.1881026802,Agree,.4125597830,"Strongly Agree",.1325044912
01-SEP-2015,Perceptions,"The mbta is a good value for the money.",567,4.75,"Strongly Disagree",.0409298059,Disagree,.0767920240,"Slightly Disagree",.1253181015,"Neither Agree nor Disagree",.1191815818,"Slightly Agree",.2235273155,Agree,.3139892116,"Strongly Agree",.1002619598
01-SEP-2015,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",569,3.62,"Strongly Disagree",.1391828444,Disagree,.1836085577,"Slightly Disagree",.1778656508,"Neither Agree nor Disagree",.1288547264,"Slightly Agree",.1876435932,Agree,.1574694602,"Strongly Agree",.0253751673
01-SEP-2015,Conditions,"Wait time at stop",575,4.91,Unacceptable,.0428661750,"Very Poor",.0533042588,Poor,.0882564772,Fair,.1816000174,Good,.2318477226,"Very Good",.2084614875,Excellent,.1936638613
01-SEP-2015,Conditions,"Stop condition &amp; cleanliness",569,4.93,Unacceptable,.0106643799,"Very Poor",.0199925176,Poor,.0863340346,Fair,.2437727180,Good,.3030650496,"Very Good",.2208991019,Excellent,.1152721984
01-SEP-2015,Conditions,"Seat availability / crowdedness",576,4.62,Unacceptable,.0519985725,"Very Poor",.0592617770,Poor,.1511154364,Fair,.1844891151,Good,.2144366668,"Very Good",.1805959191,Excellent,.1581025131
01-SEP-2015,Conditions,"Vehicle cleanliness",573,4.88,Unacceptable,.0189034196,"Very Poor",.0202314721,Poor,.0708633763,Fair,.2376777124,Good,.3484359741,"Very Good",.2127710625,Excellent,.0911169830
01-SEP-2015,Conditions,"Speed/travel time",578,4.72,Unacceptable,.0481061017,"Very Poor",.0304230977,Poor,.1032958315,Fair,.2131034414,Good,.2886887909,"Very Good",.2142554407,Excellent,.1021272962
01-OCT-2015,"Top Line","How would you rate the mbta overall?",525,4.45,"Extremely Dissatisfied",.0367886062,"Very Dissatisfied",.0660353808,"Somewhat Dissatisfied",.1734859979,Neutral,.1067962826,"Somewhat Satisfied",.3842089277,"Very Satisfied",.2174795197,"Extremely Satisfied",.0152052852
01-OCT-2015,"Top Line","How would you rate this trip overall?",418,4.93,"Extremely Dissatisfied",.0393208952,"Very Dissatisfied",.0386123427,"Somewhat Dissatisfied",.0896907048,Neutral,.1355815074,"Somewhat Satisfied",.2520287025,"Very Satisfied",.3689131482,"Extremely Satisfied",.0758526993
01-OCT-2015,"Top Line","How likely are you to continue using the mbta in the future?",411,6.31,"Extremely Unlikely",.0094573143,"Very Unlikely",.0027230841,Unlikely,.0019742360,"Neither Likely nor Unlikely",.0307262967,Likely,.1566705984,"Very Likely",.2072089611,"Extremely Likely",.5912395095
01-OCT-2015,Perceptions,"The mbta provides reliable public transportation services.",409,4.00,"Strongly Disagree",.1080758389,Disagree,.1400683967,"Slightly Disagree",.1596464348,"Neither Agree nor Disagree",.0839045808,"Slightly Agree",.2732343851,Agree,.2157308700,"Strongly Agree",.0193394937
01-OCT-2015,Perceptions,"The mbta is a cost-conscious organization.",409,3.37,"Strongly Disagree",.1430891085,Disagree,.2205758210,"Slightly Disagree",.1402786054,"Neither Agree nor Disagree",.2561113089,"Slightly Agree",.1296609664,Agree,.0801514662,"Strongly Agree",.0301327235
01-OCT-2015,Perceptions,"The positives of the mbta outweigh the negatives.",410,4.84,"Strongly Disagree",.0556196407,Disagree,.0621010837,"Slightly Disagree",.0780552629,"Neither Agree nor Disagree",.1397256747,"Slightly Agree",.2566661349,Agree,.2692375992,"Strongly Agree",.1385946038
01-OCT-2015,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",408,4.35,"Strongly Disagree",.0555773388,Disagree,.0992266926,"Slightly Disagree",.1224380675,"Neither Agree nor Disagree",.1519103143,"Slightly Agree",.3519107116,Agree,.1746578514,"Strongly Agree",.0442790237
01-OCT-2015,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",405,4.75,"Strongly Disagree",.0387215766,Disagree,.0926656561,"Slightly Disagree",.0603689432,"Neither Agree nor Disagree",.2454965638,"Slightly Agree",.1751826014,Agree,.2293897714,"Strongly Agree",.1581748875
01-OCT-2015,Perceptions,"The mbta is easy to use.",409,5.28,"Strongly Disagree",.0146281218,Disagree,.0341757727,"Slightly Disagree",.0825220723,"Neither Agree nor Disagree",.0820925650,"Slightly Agree",.2325207752,Agree,.4183108689,"Strongly Agree",.1357498239
01-OCT-2015,Perceptions,"The mbta is a good value for the money.",410,4.71,"Strongly Disagree",.0549017377,Disagree,.0567147394,"Slightly Disagree",.1487387546,"Neither Agree nor Disagree",.1060792379,"Slightly Agree",.2383728766,Agree,.2821997702,"Strongly Agree",.1129928836
01-OCT-2015,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",409,3.65,"Strongly Disagree",.1012237036,Disagree,.1745910678,"Slightly Disagree",.2260271347,"Neither Agree nor Disagree",.1509034115,"Slightly Agree",.1984734264,Agree,.1133511937,"Strongly Agree",.0354300623
01-OCT-2015,Conditions,"Wait time at stop",417,5.10,Unacceptable,.0408654664,"Very Poor",.0448267051,Poor,.0759465766,Fair,.1613801462,Good,.2069314165,"Very Good",.2319425905,Excellent,.2381070987
01-OCT-2015,Conditions,"Stop condition &amp; cleanliness",412,4.99,Unacceptable,.0213736558,"Very Poor",.0128170890,Poor,.0566332656,Fair,.2059477698,Good,.3828876218,"Very Good",.2080840755,Excellent,.1122565224
01-OCT-2015,Conditions,Crowdedness,412,4.58,Unacceptable,.0492587345,"Very Poor",.0604603246,Poor,.1382529291,Fair,.1953789711,Good,.2551802541,"Very Good",.1691335474,Excellent,.1323352391
01-OCT-2015,Conditions,"Vehicle cleanliness",414,5.06,Unacceptable,.0120441454,"Very Poor",.0147007201,Poor,.0470343194,Fair,.2058437138,Good,.3667666313,"Very Good",.2521497540,Excellent,.1014607159
01-OCT-2015,Conditions,"Speed/travel time",416,4.87,Unacceptable,.0483163519,"Very Poor",.0424642728,Poor,.0787608297,Fair,.1617556967,Good,.3037194775,"Very Good",.2231116756,Excellent,.1418716958
01-OCT-2015,Conditions,"Parking availability",155,4.94,Unacceptable,.0657630201,"Very Poor",.0973211854,Poor,.0362938405,Fair,.0614351638,Good,.3282587394,"Very Good",.1880513347,Excellent,.2228767160
01-OCT-2015,Conditions,"Real-time communications",345,4.69,Unacceptable,.0576185972,"Very Poor",.0572272596,Poor,.0908019066,Fair,.1586636760,Good,.3321708580,"Very Good",.1735643895,Excellent,.1299533131
01-OCT-2015,Communication,"Mbta website",384,4.94,"Extremely Dissatisfied",.0050738809,"Very Dissatisfied",.0185994546,"Somewhat Dissatisfied",.0729898352,Neutral,.2556900665,"Somewhat Satisfied",.2862015116,"Very Satisfied",.3083622126,"Extremely Satisfied",.0530830386
01-OCT-2015,Communication,"Real time arrival signage (""countdown timers"")",383,5.15,"Extremely Dissatisfied",.0167557247,"Very Dissatisfied",.0432913969,"Somewhat Dissatisfied",.1236495336,Neutral,.0758248010,"Somewhat Satisfied",.2336070255,"Very Satisfied",.3484983695,"Extremely Satisfied",.1583731488
01-OCT-2015,Communication,"In-station delay announcements",378,4.32,"Extremely Dissatisfied",.0528401319,"Very Dissatisfied",.0792773735,"Somewhat Dissatisfied",.1715440303,Neutral,.1840822699,"Somewhat Satisfied",.2655240040,"Very Satisfied",.1978182579,"Extremely Satisfied",.0489139325
01-OCT-2015,Communication,"On-vehicle delay announcements",392,3.96,"Extremely Dissatisfied",.0817637002,"Very Dissatisfied",.1031818016,"Somewhat Dissatisfied",.2110554004,Neutral,.1788005415,"Somewhat Satisfied",.2615965126,"Very Satisfied",.1311171428,"Extremely Satisfied",.0324849009
01-OCT-2015,Communication,T-alerts,387,4.56,"Extremely Dissatisfied",.0492527009,"Very Dissatisfied",.0785200829,"Somewhat Dissatisfied",.1008056655,Neutral,.1694657710,"Somewhat Satisfied",.3025656137,"Very Satisfied",.2356339660,"Extremely Satisfied",.0637562000
01-OCT-2015,Communication,"Real-time mobile apps (e.g. nextbus)",271,5.17,"Extremely Dissatisfied",.0273555953,"Very Dissatisfied",.0398372664,"Somewhat Dissatisfied",.0583943347,Neutral,.1373400079,"Somewhat Satisfied",.2668062707,"Very Satisfied",.2871917308,"Extremely Satisfied",.1830747942
01-OCT-2015,Communication,"Scheduled service interruptions",359,4.27,"Extremely Dissatisfied",.0683918783,"Very Dissatisfied",.0831300984,"Somewhat Dissatisfied",.1370494201,Neutral,.2532643145,"Somewhat Satisfied",.2015785767,"Very Satisfied",.1941572798,"Extremely Satisfied",.0624284323
01-NOV-2015,Communication,"In-station delay announcements",472,4.47,"Extremely Dissatisfied",.0385000000,"Very Dissatisfied",.0681000000,"Somewhat Dissatisfied",.1813000000,Neutral,.1486000000,"Somewhat Satisfied",.2989000000,"Very Satisfied",.1851000000,"Extremely Satisfied",.0794000000
01-NOV-2015,Communication,"On-vehicle delay announcements",477,4.03,"Extremely Dissatisfied",.0663000000,"Very Dissatisfied",.1248000000,"Somewhat Dissatisfied",.1740000000,Neutral,.2065000000,"Somewhat Satisfied",.2480000000,"Very Satisfied",.1413000000,"Extremely Satisfied",.0392000000
01-NOV-2015,Communication,T-alerts,439,4.76,"Extremely Dissatisfied",.0337000000,"Very Dissatisfied",.0639000000,"Somewhat Dissatisfied",.1138000000,Neutral,.1670000000,"Somewhat Satisfied",.2601000000,"Very Satisfied",.2440000000,"Extremely Satisfied",.1175000000
01-NOV-2015,Communication,"Real-time mobile apps (e.g. nextbus)",312,5.00,"Extremely Dissatisfied",.0364000000,"Very Dissatisfied",.0188000000,"Somewhat Dissatisfied",.1224000000,Neutral,.1367000000,"Somewhat Satisfied",.2232000000,"Very Satisfied",.3379000000,"Extremely Satisfied",.1246000000
01-NOV-2015,Conditions,Crowdedness,505,4.76,Unacceptable,.0438000000,"Very Poor",.0649000000,Poor,.0804000000,Fair,.2134000000,Good,.2358000000,"Very Good",.2229000000,Excellent,.1389000000
01-NOV-2015,Conditions,"Vehicle cleanliness",508,4.97,Unacceptable,.0052000000,"Very Poor",.0151000000,Poor,.0585000000,Fair,.2512000000,Good,.3354000000,"Very Good",.2640000000,Excellent,.0707000000
01-NOV-2015,Conditions,"Speed/travel time",511,4.85,Unacceptable,.0446000000,"Very Poor",.0379000000,Poor,.0654000000,Fair,.1857000000,Good,.2915000000,"Very Good",.2870000000,Excellent,.0878000000
01-NOV-2015,Communication,"Scheduled service interruptions",420,4.43,"Extremely Dissatisfied",.0618000000,"Very Dissatisfied",.0712000000,"Somewhat Dissatisfied",.1046000000,Neutral,.2741000000,"Somewhat Satisfied",.1958000000,"Very Satisfied",.2105000000,"Extremely Satisfied",.0820000000
01-NOV-2015,Conditions,"Parking availability",204,4.67,Unacceptable,.0392000000,"Very Poor",.0907000000,Poor,.1092000000,Fair,.1734000000,Good,.2429000000,"Very Good",.2005000000,Excellent,.1440000000
01-NOV-2015,Conditions,"Real-time communications",418,4.75,Unacceptable,.0526000000,"Very Poor",.0467000000,Poor,.0711000000,Fair,.2176000000,Good,.2519000000,"Very Good",.2611000000,Excellent,.0990000000
01-NOV-2015,"Top Line","How would you rate the mbta overall?",628,4.52,"Extremely Dissatisfied",.0282000000,"Very Dissatisfied",.0801000000,"Somewhat Dissatisfied",.1523000000,Neutral,.1063000000,"Somewhat Satisfied",.3654000000,"Very Satisfied",.2474000000,"Extremely Satisfied",.0204000000
01-NOV-2015,"Top Line","How would you rate this trip overall?",514,4.90,"Extremely Dissatisfied",.0270000000,"Very Dissatisfied",.0537000000,"Somewhat Dissatisfied",.1223000000,Neutral,.1163000000,"Somewhat Satisfied",.1939000000,"Very Satisfied",.4460000000,"Extremely Satisfied",.0408000000
01-NOV-2015,"Top Line","How likely are you to continue using the mbta in the future?",505,6.28,"Extremely Unlikely",.0028000000,"Very Unlikely",.0117000000,Unlikely,.0038000000,"Neither Likely nor Unlikely",.0358000000,Likely,.1571000000,"Very Likely",.2083000000,"Extremely Likely",.5806000000
01-NOV-2015,Perceptions,"The mbta provides reliable public transportation services.",506,4.07,"Strongly Disagree",.1228000000,Disagree,.1057000000,"Slightly Disagree",.1799000000,"Neither Agree nor Disagree",.0863000000,"Slightly Agree",.2271000000,Agree,.2365000000,"Strongly Agree",.0417000000
01-NOV-2015,Perceptions,"The mbta is a cost-conscious organization.",506,3.41,"Strongly Disagree",.1686000000,Disagree,.1794000000,"Slightly Disagree",.1725000000,"Neither Agree nor Disagree",.1974000000,"Slightly Agree",.1478000000,Agree,.1028000000,"Strongly Agree",.0316000000
01-NOV-2015,Perceptions,"The positives of the mbta outweigh the negatives.",506,4.85,"Strongly Disagree",.0548000000,Disagree,.0543000000,"Slightly Disagree",.0707000000,"Neither Agree nor Disagree",.1820000000,"Slightly Agree",.2308000000,Agree,.2582000000,"Strongly Agree",.1491000000
01-NOV-2015,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",505,4.36,"Strongly Disagree",.0789000000,Disagree,.0874000000,"Slightly Disagree",.1204000000,"Neither Agree nor Disagree",.1628000000,"Slightly Agree",.2472000000,Agree,.2604000000,"Strongly Agree",.0428000000
01-NOV-2015,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",503,4.68,"Strongly Disagree",.0725000000,Disagree,.0919000000,"Slightly Disagree",.0388000000,"Neither Agree nor Disagree",.2210000000,"Slightly Agree",.1884000000,Agree,.2314000000,"Strongly Agree",.1559000000
01-NOV-2015,Perceptions,"The mbta is easy to use.",505,5.16,"Strongly Disagree",.0413000000,Disagree,.0314000000,"Slightly Disagree",.0707000000,"Neither Agree nor Disagree",.1016000000,"Slightly Agree",.2066000000,Agree,.4303000000,"Strongly Agree",.1180000000
01-NOV-2015,Perceptions,"The mbta is a good value for the money.",505,4.66,"Strongly Disagree",.0666000000,Disagree,.0730000000,"Slightly Disagree",.0858000000,"Neither Agree nor Disagree",.1787000000,"Slightly Agree",.2177000000,Agree,.2638000000,"Strongly Agree",.1144000000
01-NOV-2015,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",504,3.64,"Strongly Disagree",.1342000000,Disagree,.1578000000,"Slightly Disagree",.1979000000,"Neither Agree nor Disagree",.1228000000,"Slightly Agree",.2438000000,Agree,.1142000000,"Strongly Agree",.0294000000
01-NOV-2015,Conditions,"Wait time at stop",511,5.07,Unacceptable,.0342000000,"Very Poor",.0470000000,Poor,.0655000000,Fair,.1797000000,Good,.2236000000,"Very Good",.2432000000,Excellent,.2068000000
01-NOV-2015,Conditions,"Stop condition &amp; cleanliness",503,4.95,Unacceptable,.0199000000,"Very Poor",.0112000000,Poor,.0707000000,Fair,.2330000000,Good,.3260000000,"Very Good",.2436000000,Excellent,.0956000000
01-NOV-2015,Communication,"Mbta website",463,4.94,"Extremely Dissatisfied",.0171000000,"Very Dissatisfied",.0264000000,"Somewhat Dissatisfied",.0865000000,Neutral,.1922000000,"Somewhat Satisfied",.3054000000,"Very Satisfied",.2898000000,"Extremely Satisfied",.0825000000
01-NOV-2015,Communication,"Real time arrival signage (""countdown timers"")",481,5.10,"Extremely Dissatisfied",.0306000000,"Very Dissatisfied",.0405000000,"Somewhat Dissatisfied",.1154000000,Neutral,.0762000000,"Somewhat Satisfied",.2323000000,"Very Satisfied",.3551000000,"Extremely Satisfied",.1498000000
01-DEC-2015,Communication,"Real-time mobile apps (e.g. nextbus)",286,5.10,"Extremely Dissatisfied",.0285603758,"Very Dissatisfied",.0512397765,"Somewhat Dissatisfied",.0501776718,Neutral,.1796520677,"Somewhat Satisfied",.2347076725,"Very Satisfied",.2585363149,"Extremely Satisfied",.1971261208
01-DEC-2015,Communication,"Scheduled service interruptions",393,4.35,"Extremely Dissatisfied",.0701000394,"Very Dissatisfied",.0705772894,"Somewhat Dissatisfied",.1213259887,Neutral,.2808326181,"Somewhat Satisfied",.1692391487,"Very Satisfied",.2077357477,"Extremely Satisfied",.0801891681
01-DEC-2015,"Top Line","How would you rate the mbta overall?",527,4.43,"Extremely Dissatisfied",.0218911034,"Very Dissatisfied",.1077444584,"Somewhat Dissatisfied",.1618913130,Neutral,.1055494391,"Somewhat Satisfied",.3549449455,"Very Satisfied",.2295097611,"Extremely Satisfied",.0184689795
01-DEC-2015,"Top Line","How would you rate this trip overall?",463,4.76,"Extremely Dissatisfied",.0481261470,"Very Dissatisfied",.0607877524,"Somewhat Dissatisfied",.0923373177,Neutral,.1353723445,"Somewhat Satisfied",.2614474441,"Very Satisfied",.3502282640,"Extremely Satisfied",.0517007304
01-DEC-2015,"Top Line","How likely are you to continue using the mbta in the future?",456,6.23,"Extremely Unlikely",.0000000000,"Very Unlikely",.0058002777,Unlikely,.0136848018,"Neither Likely nor Unlikely",.0282837109,Likely,.1776126737,"Very Likely",.2433619724,"Extremely Likely",.5312565636
01-DEC-2015,Perceptions,"The mbta provides reliable public transportation services.",456,3.95,"Strongly Disagree",.1086087300,Disagree,.1563464066,"Slightly Disagree",.1590426918,"Neither Agree nor Disagree",.1061319080,"Slightly Agree",.2188383406,Agree,.2198879003,"Strongly Agree",.0311440227
01-DEC-2015,Perceptions,"The mbta is a cost-conscious organization.",455,3.27,"Strongly Disagree",.2231287769,Disagree,.1629003797,"Slightly Disagree",.1272978561,"Neither Agree nor Disagree",.2494008502,"Slightly Agree",.1025422467,Agree,.1096151912,"Strongly Agree",.0251146992
01-DEC-2015,Perceptions,"The positives of the mbta outweigh the negatives.",457,4.76,"Strongly Disagree",.0824572339,Disagree,.0597417712,"Slightly Disagree",.0638772997,"Neither Agree nor Disagree",.1321964749,"Slightly Agree",.2748640477,Agree,.2431179694,"Strongly Agree",.1437452032
01-DEC-2015,Perceptions,"The mbta uses technology to meet the needs and demands of its riders.",455,4.11,"Strongly Disagree",.0970518530,Disagree,.0987695774,"Slightly Disagree",.1614666975,"Neither Agree nor Disagree",.1573536293,"Slightly Agree",.2432912953,Agree,.2060445648,"Strongly Agree",.0360223828
01-DEC-2015,Perceptions,"I use the mbta because i consider myself to be an environmentally conscious person.",456,4.68,"Strongly Disagree",.0815812425,Disagree,.0893067515,"Slightly Disagree",.0335558491,"Neither Agree nor Disagree",.2041923852,"Slightly Agree",.2002117235,Agree,.2409570667,"Strongly Agree",.1501949814
01-DEC-2015,Perceptions,"The mbta is easy to use.",456,5.14,"Strongly Disagree",.0312582045,Disagree,.0423683629,"Slightly Disagree",.0961136089,"Neither Agree nor Disagree",.0835761106,"Slightly Agree",.2244652203,Agree,.3727829419,"Strongly Agree",.1494355509
01-DEC-2015,Perceptions,"The mbta is a good value for the money.",454,4.62,"Strongly Disagree",.0685174634,Disagree,.0728863444,"Slightly Disagree",.1165061823,"Neither Agree nor Disagree",.1306046062,"Slightly Agree",.2242011375,Agree,.2989000449,"Strongly Agree",.0883842213
01-DEC-2015,Perceptions,"The mbta has a fleet of trains and buses that are clean and well maintained.",455,3.55,"Strongly Disagree",.1259402005,Disagree,.2085295734,"Slightly Disagree",.1762499418,"Neither Agree nor Disagree",.1477140438,"Slightly Agree",.1879293834,Agree,.1228721000,"Strongly Agree",.0307647572
01-DEC-2015,Conditions,"Wait time at stop",457,5.02,Unacceptable,.0392857910,"Very Poor",.0429824591,Poor,.0748219167,Fair,.1807190537,Good,.2511672852,"Very Good",.1810028440,Excellent,.2300206503
01-DEC-2015,Conditions,"Stop condition &amp; cleanliness",453,4.98,Unacceptable,.0203192383,"Very Poor",.0182128223,Poor,.0613547473,Fair,.2534355585,Good,.3005624210,"Very Good",.2035793923,Excellent,.1425358201
01-DEC-2015,Conditions,Crowdedness,457,4.48,Unacceptable,.0561816049,"Very Poor",.0921767810,Poor,.1014916428,Fair,.2179528064,Good,.2660200957,"Very Good",.1321621174,Excellent,.1340149518
01-DEC-2015,Conditions,"Vehicle cleanliness",459,4.87,Unacceptable,.0141510894,"Very Poor",.0273063689,Poor,.0803897045,Fair,.2604880135,Good,.3094069240,"Very Good",.1880224123,Excellent,.1202354875
01-DEC-2015,Conditions,"Speed/travel time",461,4.81,Unacceptable,.0393427122,"Very Poor",.0598078764,Poor,.0753830678,Fair,.1930783822,Good,.2903077967,"Very Good",.1913915791,Excellent,.1506885857
01-DEC-2015,Conditions,"Parking availability",144,4.66,Unacceptable,.1035107678,"Very Poor",.0544390057,Poor,.0951790044,Fair,.0986447402,Good,.3144077427,"Very Good",.1381583355,Excellent,.1956604037
